user_id,movie_id,timestamp,duration_watched,viewer_type_Column
User02134,The Jungle Book,2025-04-18,725,Light Viewer
User01454,Avatar,2025-04-18,5565,Heavy Viewer
User03042,Magadheera,2025-04-18,475,Light Viewer
User02565,Avatar,2025-04-18,2784,Moderate Viewer
User00580,John Wick,2025-04-18,2257,Moderate Viewer
User02351,The Conjuring,2025-04-18,6635,Heavy Viewer
User02197,Doctor Strange,2025-04-18,41,Light Viewer
User02605,Arjun Reddy,2025-04-18,7053,Heavy Viewer
User02859,Frozen,2025-04-18,3999,Moderate Viewer
User01210,Orange,2025-04-18,4734,Moderate Viewer
User00357,Jersey,2025-04-18,2353,Moderate Viewer
User02008,Jurassic Park,2025-04-18,6599,Heavy Viewer
User04989,Hello,2025-04-18,3095,Moderate Viewer
User03303,The Shawshank Redemption,2025-04-18,1013,Light Viewer
User02262,Race Gurram,2025-04-18,537,Light Viewer
User00701,Gladiator,2025-04-18,3566,Moderate Viewer
User03879,The Irishman,2025-04-18,2631,Moderate Viewer
User01038,Guardians of the Galaxy,2025-04-18,3070,Moderate Viewer
User04638,Gabbar Singh,2025-04-18,5352,Moderate Viewer
User02974,Nannaku Prematho,2025-04-18,7006,Heavy Viewer
User04206,The Matrix,2025-04-18,249,Light Viewer
User01165,Sarileru Neekevvaru,2025-04-18,5153,Moderate Viewer
User03980,The Wolf of Wall Street,2025-04-18,1832,Moderate Viewer
User04066,Pelli Choopulu,2025-04-18,4427,Moderate Viewer
User00045,Race Gurram,2025-04-18,594,Light Viewer
User04946,The Social Network,2025-04-18,4934,Moderate Viewer
User02360,The Jungle Book,2025-04-18,2533,Moderate Viewer
User01251,Sye,2025-04-18,1880,Moderate Viewer
User00755,Sarileru Neekevvaru,2025-04-18,3873,Moderate Viewer
User02080,RRR,2025-04-18,1887,Moderate Viewer
User03808,Temper,2025-04-18,6568,Heavy Viewer
User02916,Drushyam,2025-04-18,880,Light Viewer
User04067,Yevadu,2025-04-18,6993,Heavy Viewer
User02418,Gudachari,2025-04-18,1028,Light Viewer
User03248,Kick,2025-04-18,6863,Heavy Viewer
User01238,Pirates of the Caribbean,2025-04-18,5256,Moderate Viewer
User03628,Star Wars: The Force Awakens,2025-04-18,2912,Moderate Viewer
User04943,The Godfather,2025-04-18,133,Light Viewer
User03936,The Matrix,2025-04-18,6585,Heavy Viewer
User02493,Janatha Garage,2025-04-18,2388,Moderate Viewer
User02547,Nannaku Prematho,2025-04-18,6160,Heavy Viewer
User00109,Sarrainodu,2025-04-18,6400,Heavy Viewer
User03353,Radhe Shyam,2025-04-18,2375,Moderate Viewer
User00081,Radhe Shyam,2025-04-18,6104,Heavy Viewer
User01177,Brahmotsavam,2025-04-18,6257,Heavy Viewer
User04654,Nenu Local,2025-04-18,5525,Heavy Viewer
User04497,Iron Man,2025-04-18,6880,Heavy Viewer
User03563,Coco,2025-04-18,6633,Heavy Viewer
User00944,The Prestige,2025-04-18,405,Light Viewer
User00332,Karthikeya,2025-04-18,5312,Moderate Viewer
User04792,Sarrainodu,2025-04-18,4597,Moderate Viewer
User02544,Finding Nemo,2025-04-18,5480,Heavy Viewer
User00123,Radhe Shyam,2025-04-18,2757,Moderate Viewer
User00488,Radhe Shyam,2025-04-18,2846,Moderate Viewer
User03565,Django Unchained,2025-04-18,1246,Light Viewer
User04342,Finding Nemo,2025-04-18,2658,Moderate Viewer
User00696,Tenet,2025-04-18,4633,Moderate Viewer
User01759,Bharat Ane Nenu,2025-04-18,3188,Moderate Viewer
User01937,The Revenant,2025-04-18,6113,Heavy Viewer
User02705,The Lion King,2025-04-18,5234,Moderate Viewer
User02930,Avatar,2025-04-18,122,Light Viewer
User04828,Kick,2025-04-18,719,Light Viewer
User02852,Khaleja,2025-04-18,1211,Light Viewer
User01208,Gabbar Singh,2025-04-18,853,Light Viewer
User01320,Janatha Garage,2025-04-18,3556,Moderate Viewer
User03488,Coco,2025-04-18,1323,Light Viewer
User02473,Drushyam,2025-04-18,1139,Light Viewer
User01011,Janatha Garage,2025-04-18,1312,Light Viewer
User02910,Black Panther,2025-04-18,744,Light Viewer
User02394,Thani Oruvan,2025-04-18,345,Light Viewer
User01876,Thimmarusu,2025-04-18,2932,Moderate Viewer
User01242,Captain America: Civil War,2025-04-18,3698,Moderate Viewer
User03714,John Wick,2025-04-18,371,Light Viewer
User01201,Inception,2025-04-18,6124,Heavy Viewer
User00676,Doctor Strange,2025-04-18,1111,Light Viewer
User03935,Gravity,2025-04-18,5516,Heavy Viewer
User02015,Sarileru Neekevvaru,2025-04-18,5967,Heavy Viewer
User03813,Race Gurram,2025-04-18,6717,Heavy Viewer
User04239,Iron Man,2025-04-18,3089,Moderate Viewer
User01060,Spyder,2025-04-18,7023,Heavy Viewer
User00487,The Batman,2025-04-18,3637,Moderate Viewer
User01602,Inception,2025-04-18,6138,Heavy Viewer
User00936,Django Unchained,2025-04-18,6502,Heavy Viewer
User02468,The Jungle Book,2025-04-18,83,Light Viewer
User00163,Coco,2025-04-18,808,Light Viewer
User04906,Interstellar,2025-04-18,3459,Moderate Viewer
User03816,Forrest Gump,2025-04-18,50,Light Viewer
User00909,Jurassic Park,2025-04-18,5948,Heavy Viewer
User01729,Pirates of the Caribbean,2025-04-18,1723,Light Viewer
User04567,Doctor Strange in the Multiverse of Madness,2025-04-18,4310,Moderate Viewer
User00020,Coco,2025-04-18,1483,Light Viewer
User04127,Sarrainodu,2025-04-18,4313,Moderate Viewer
User04449,The Flash,2025-04-18,2390,Moderate Viewer
User01224,Nannaku Prematho,2025-04-18,917,Light Viewer
User01151,The Curious Case of Benjamin Button,2025-04-18,5739,Heavy Viewer
User02073,Star Wars: The Force Awakens,2025-04-18,115,Light Viewer
User04097,The Avengers,2025-04-18,6275,Heavy Viewer
User04111,Sye,2025-04-18,2053,Moderate Viewer
User01394,The Curious Case of Benjamin Button,2025-04-18,70,Light Viewer
User00448,Spyder,2025-04-18,3205,Moderate Viewer
User01410,Race Gurram,2025-04-18,7182,Heavy Viewer
User01408,Sye,2025-04-18,564,Light Viewer
User02337,The Irishman,2025-04-18,639,Light Viewer
User03716,Frozen,2025-04-18,3677,Moderate Viewer
User02125,Pokiri,2025-04-18,2488,Moderate Viewer
User00673,Brahmotsavam,2025-04-18,1761,Light Viewer
User03731,Titanic,2025-04-18,1886,Moderate Viewer
User00981,RRR,2025-04-18,3035,Moderate Viewer
User03196,Logan,2025-04-18,6758,Heavy Viewer
User00064,The Jungle Book,2025-04-18,1919,Moderate Viewer
User01872,The Curious Case of Benjamin Button,2025-04-18,214,Light Viewer
User02090,Magadheera,2025-04-18,368,Light Viewer
User04750,Vedam,2025-04-18,6259,Heavy Viewer
User04667,Doctor Strange,2025-04-18,989,Light Viewer
User00780,Arjun Reddy,2025-04-18,5642,Heavy Viewer
User04760,Fidaa,2025-04-18,6026,Heavy Viewer
User01990,Brahmotsavam,2025-04-18,4780,Moderate Viewer
User04029,Pulp Fiction,2025-04-18,6730,Heavy Viewer
User04224,Thimmarusu,2025-04-18,1859,Moderate Viewer
User01752,Baahubali,2025-04-18,720,Light Viewer
User02031,The Avengers,2025-04-18,5123,Moderate Viewer
User00117,Nenu Local,2025-04-18,86,Light Viewer
User04685,Forrest Gump,2025-04-18,1742,Light Viewer
User03393,The Batman,2025-04-18,2387,Moderate Viewer
User04838,Hello,2025-04-18,5867,Heavy Viewer
User00895,Jersey,2025-04-18,1929,Moderate Viewer
User03238,Thani Oruvan,2025-04-18,3817,Moderate Viewer
User02828,Mirchi,2025-04-18,2663,Moderate Viewer
User03335,Maharshi,2025-04-18,1594,Light Viewer
User04664,The Conjuring,2025-04-18,3350,Moderate Viewer
User00719,Bharat Ane Nenu,2025-04-18,6841,Heavy Viewer
User03845,The Hunger Games,2025-04-18,1021,Light Viewer
User00367,Tenet,2025-04-18,2081,Moderate Viewer
User03692,Black Panther,2025-04-18,6101,Heavy Viewer
User02771,John Wick,2025-04-18,1047,Light Viewer
User02819,Logan,2025-04-18,5432,Heavy Viewer
User02834,Oopiri,2025-04-18,65,Light Viewer
User00390,The Dark Knight,2025-04-18,5079,Moderate Viewer
User00971,Nannaku Prematho,2025-04-18,1107,Light Viewer
User03811,Manam,2025-04-18,1516,Light Viewer
User02857,Doctor Strange in the Multiverse of Madness,2025-04-18,824,Light Viewer
User00404,Pokiri,2025-04-18,5742,Heavy Viewer
User04737,Doctor Strange,2025-04-18,6105,Heavy Viewer
User00084,Pulp Fiction,2025-04-18,1467,Light Viewer
User02583,Gudachari,2025-04-18,135,Light Viewer
User01060,Sarileru Neekevvaru,2025-04-18,755,Light Viewer
User04456,Ala Vaikunthapurramuloo,2025-04-18,6785,Heavy Viewer
User02188,Tholi Prema,2025-04-18,6756,Heavy Viewer
User04743,Inception,2025-04-18,6089,Heavy Viewer
User00535,Athadu,2025-04-18,5484,Heavy Viewer
User03804,Nannaku Prematho,2025-04-18,2312,Moderate Viewer
User02747,Gladiator,2025-04-18,1897,Moderate Viewer
User04007,The Matrix,2025-04-18,7063,Heavy Viewer
User01534,The Godfather,2025-04-18,5710,Heavy Viewer
User04400,Maharshi,2025-04-18,2170,Moderate Viewer
User01090,Thani Oruvan,2025-04-18,2072,Moderate Viewer
User00553,Srimanthudu,2025-04-18,1052,Light Viewer
User04996,Arjun Reddy,2025-04-18,4194,Moderate Viewer
User01528,Forrest Gump,2025-04-18,4798,Moderate Viewer
User01143,Forrest Gump,2025-04-18,4279,Moderate Viewer
User04836,Race Gurram,2025-04-18,5557,Heavy Viewer
User00672,Kick,2025-04-18,5123,Moderate Viewer
User03720,The Wolf of Wall Street,2025-04-18,7185,Heavy Viewer
User04677,Inception,2025-04-18,7162,Heavy Viewer
User02749,Doctor Strange,2025-04-18,2414,Moderate Viewer
User01460,Vedam,2025-04-18,1658,Light Viewer
User01199,Rangasthalam,2025-04-18,2149,Moderate Viewer
User00145,Avengers: Endgame,2025-04-18,3244,Moderate Viewer
User00442,Athadu,2025-04-18,2266,Moderate Viewer
User00195,Arjun Reddy,2025-04-18,5868,Heavy Viewer
User02710,Businessman,2025-04-18,1301,Light Viewer
User00277,The Conjuring,2025-04-18,3559,Moderate Viewer
User01961,Rangasthalam,2025-04-18,585,Light Viewer
User03006,The Irishman,2025-04-18,4741,Moderate Viewer
User01516,Pirates of the Caribbean,2025-04-18,4978,Moderate Viewer
User04586,Kick,2025-04-18,3405,Moderate Viewer
User00052,Thimmarusu,2025-04-18,5617,Heavy Viewer
User04929,Pelli Choopulu,2025-04-18,1313,Light Viewer
User03040,Uppena,2025-04-18,1759,Light Viewer
User03000,Athadu,2025-04-18,3496,Moderate Viewer
User02764,Khaidi No. 150,2025-04-18,6663,Heavy Viewer
User02503,Rangasthalam,2025-04-18,2131,Moderate Viewer
User04386,Gladiator,2025-04-18,1352,Light Viewer
User01253,John Wick,2025-04-18,445,Light Viewer
User00066,John Wick,2025-04-18,4402,Moderate Viewer
User01373,Jurassic Park,2025-04-18,1379,Light Viewer
User00901,Pushpa,2025-04-18,2570,Moderate Viewer
User04675,Black Panther,2025-04-18,6399,Heavy Viewer
User04355,Tenet,2025-04-18,2392,Moderate Viewer
User02952,Brahmotsavam,2025-04-18,5742,Heavy Viewer
User02760,Thimmarusu,2025-04-18,5887,Heavy Viewer
User03086,RRR,2025-04-18,1672,Light Viewer
User02843,Eega,2025-04-18,2652,Moderate Viewer
User02829,Titanic,2025-04-18,1805,Moderate Viewer
User03435,Sarileru Neekevvaru,2025-04-18,321,Light Viewer
User01502,The Avengers,2025-04-18,7036,Heavy Viewer
User00070,The Batman,2025-04-18,2493,Moderate Viewer
User02423,Magadheera,2025-04-18,4063,Moderate Viewer
User04045,Captain America: Civil War,2025-04-18,2211,Moderate Viewer
User04471,Inception,2025-04-18,4026,Moderate Viewer
User04934,Avengers: Endgame,2025-04-18,3927,Moderate Viewer
User01979,Vedam,2025-04-18,2043,Moderate Viewer
User01849,Fight Club,2025-04-18,3424,Moderate Viewer
User00779,The Lion King,2025-04-18,5086,Moderate Viewer
User00672,Frozen,2025-04-18,7141,Heavy Viewer
User00011,The Revenant,2025-04-18,5569,Heavy Viewer
User02128,Thani Oruvan,2025-04-18,5509,Heavy Viewer
User00318,Khaidi No. 150,2025-04-18,6942,Heavy Viewer
User02775,Black Widow,2025-04-18,7089,Heavy Viewer
User00120,Karthikeya,2025-04-18,7038,Heavy Viewer
User00211,Rangasthalam,2025-04-18,2129,Moderate Viewer
User02084,Doctor Strange,2025-04-18,1815,Moderate Viewer
User01400,Fight Club,2025-04-18,6095,Heavy Viewer
User01156,Yevadu,2025-04-18,4522,Moderate Viewer
User01751,The Lion King,2025-04-18,5373,Moderate Viewer
User04345,Finding Nemo,2025-04-18,273,Light Viewer
User02471,Vedam,2025-04-18,158,Light Viewer
User04563,The Conjuring,2025-04-18,2091,Moderate Viewer
User00900,The Matrix,2025-04-18,448,Light Viewer
User04406,Forrest Gump,2025-04-18,3097,Moderate Viewer
User03297,Jurassic Park,2025-04-18,4188,Moderate Viewer
User04049,Janatha Garage,2025-04-18,5176,Moderate Viewer
User04097,Nannaku Prematho,2025-04-18,4531,Moderate Viewer
User00729,The Conjuring,2025-04-18,508,Light Viewer
User01248,Arjun Reddy,2025-04-18,2197,Moderate Viewer
User04282,Interstellar,2025-04-18,211,Light Viewer
User03496,Yevadu,2025-04-18,3912,Moderate Viewer
User04838,Karthikeya,2025-04-18,5353,Moderate Viewer
User02803,The Avengers,2025-04-18,1757,Light Viewer
User00452,Toy Story,2025-04-18,6325,Heavy Viewer
User04638,Sye,2025-04-18,866,Light Viewer
User01716,Gudachari,2025-04-18,2554,Moderate Viewer
User03515,The Lion King,2025-04-18,6540,Heavy Viewer
User04788,The Irishman,2025-04-18,817,Light Viewer
User00454,Geetha Govindam,2025-04-18,1274,Light Viewer
User03831,Vedam,2025-04-18,6861,Heavy Viewer
User03263,Gravity,2025-04-18,7128,Heavy Viewer
User00378,Arya,2025-04-18,4577,Moderate Viewer
User01993,Gudachari,2025-04-18,3064,Moderate Viewer
User00936,Doctor Strange,2025-04-18,830,Light Viewer
User04448,Gabbar Singh,2025-04-18,5791,Heavy Viewer
User00349,Temper,2025-04-18,4122,Moderate Viewer
User02984,Transformers,2025-04-18,1164,Light Viewer
User00598,DJ - Duvvada Jagannadham,2025-04-18,4778,Moderate Viewer
User01435,Star Wars: The Force Awakens,2025-04-18,1507,Light Viewer
User00229,Pelli Choopulu,2025-04-18,213,Light Viewer
User00977,Pelli Choopulu,2025-04-18,6232,Heavy Viewer
User01391,The Curious Case of Benjamin Button,2025-04-18,6470,Heavy Viewer
User01569,Titanic,2025-04-18,1162,Light Viewer
User00974,Deadpool,2025-04-18,6818,Heavy Viewer
User01029,Spider-Man: No Way Home,2025-04-18,388,Light Viewer
User00438,Drushyam,2025-04-18,5369,Moderate Viewer
User01825,Interstellar,2025-04-18,7068,Heavy Viewer
User00836,Deadpool,2025-04-18,5357,Moderate Viewer
User04573,Frozen,2025-04-18,3967,Moderate Viewer
User01927,Uppena,2025-04-18,3732,Moderate Viewer
User04855,Django Unchained,2025-04-18,2145,Moderate Viewer
User00512,Inception,2025-04-18,3747,Moderate Viewer
User00582,Gabbar Singh,2025-04-18,6171,Heavy Viewer
User00565,Srimanthudu,2025-04-18,2018,Moderate Viewer
User04668,Kick,2025-04-18,6449,Heavy Viewer
User00833,The Conjuring,2025-04-18,2433,Moderate Viewer
User02962,Pelli Choopulu,2025-04-18,7015,Heavy Viewer
User01488,The Dark Knight,2025-04-18,5415,Heavy Viewer
User00242,Pelli Choopulu,2025-04-18,5969,Heavy Viewer
User00157,Logan,2025-04-18,5940,Heavy Viewer
User00405,Pelli Choopulu,2025-04-18,3778,Moderate Viewer
User00646,Athadu,2025-04-18,2846,Moderate Viewer
User01721,RRR,2025-04-18,4923,Moderate Viewer
User03505,Nannaku Prematho,2025-04-18,3400,Moderate Viewer
User01885,Baahubali,2025-04-18,269,Light Viewer
User03186,Nannaku Prematho,2025-04-18,3193,Moderate Viewer
User03550,The Flash,2025-04-18,456,Light Viewer
User03814,Khaleja,2025-04-18,2031,Moderate Viewer
User04012,Nenu Local,2025-04-18,1851,Moderate Viewer
User00601,Pokiri,2025-04-18,1364,Light Viewer
User01676,Sye,2025-04-18,352,Light Viewer
User00547,The Jungle Book,2025-04-18,6013,Heavy Viewer
User03459,The Avengers,2025-04-18,7148,Heavy Viewer
User04906,Pokiri,2025-04-18,5192,Moderate Viewer
User02939,RRR,2025-04-18,5863,Heavy Viewer
User04630,Nannaku Prematho,2025-04-18,2690,Moderate Viewer
User02436,The Jungle Book,2025-04-18,75,Light Viewer
User03968,RRR,2025-04-18,1431,Light Viewer
User00540,Avengers: Endgame,2025-04-18,6015,Heavy Viewer
User00089,Drushyam,2025-04-18,5000,Moderate Viewer
User00157,Doctor Strange,2025-04-18,2598,Moderate Viewer
User02046,Doctor Strange in the Multiverse of Madness,2025-04-18,4753,Moderate Viewer
User01404,Deadpool,2025-04-18,3238,Moderate Viewer
User04820,John Wick,2025-04-18,59,Light Viewer
User00502,The Godfather,2025-04-18,6970,Heavy Viewer
User03032,Pokiri,2025-04-18,6155,Heavy Viewer
User02429,Karthikeya,2025-04-18,2530,Moderate Viewer
User03136,Finding Nemo,2025-04-18,7019,Heavy Viewer
User03002,The Martian,2025-04-18,7113,Heavy Viewer
User02352,Ala Vaikunthapurramuloo,2025-04-18,3023,Moderate Viewer
User04075,Nannaku Prematho,2025-04-18,6921,Heavy Viewer
User01675,Pokiri,2025-04-18,5675,Heavy Viewer
User04394,Srimanthudu,2025-04-18,2185,Moderate Viewer
User02226,Rangasthalam,2025-04-18,3180,Moderate Viewer
User03047,Interstellar,2025-04-18,867,Light Viewer
User02425,Gravity,2025-04-18,5558,Heavy Viewer
User04666,Janatha Garage,2025-04-18,3268,Moderate Viewer
User01096,Khaidi No. 150,2025-04-18,2654,Moderate Viewer
User01899,RRR,2025-04-18,1265,Light Viewer
User04531,Spider-Man: No Way Home,2025-04-18,3205,Moderate Viewer
User01587,Maharshi,2025-04-18,7007,Heavy Viewer
User03367,The Jungle Book,2025-04-18,1301,Light Viewer
User04744,Bharat Ane Nenu,2025-04-18,2585,Moderate Viewer
User04929,The Curious Case of Benjamin Button,2025-04-18,4315,Moderate Viewer
User00086,Gravity,2025-04-18,417,Light Viewer
User03169,Nannaku Prematho,2025-04-18,3315,Moderate Viewer
User04514,Pulp Fiction,2025-04-18,5641,Heavy Viewer
User04014,Bharat Ane Nenu,2025-04-18,3474,Moderate Viewer
User00055,The Matrix,2025-04-18,6933,Heavy Viewer
User00854,Khaidi No. 150,2025-04-18,2120,Moderate Viewer
User03232,The Jungle Book,2025-04-18,1074,Light Viewer
User04150,Deadpool,2025-04-18,4443,Moderate Viewer
User00528,Frozen,2025-04-18,6796,Heavy Viewer
User00194,The Avengers,2025-04-18,1106,Light Viewer
User03494,DJ - Duvvada Jagannadham,2025-04-18,557,Light Viewer
User00612,Srimanthudu,2025-04-18,620,Light Viewer
User02176,Nenu Local,2025-04-18,4958,Moderate Viewer
User04232,Interstellar,2025-04-18,6132,Heavy Viewer
User02452,The Hunger Games,2025-04-18,388,Light Viewer
User04016,Janatha Garage,2025-04-18,5297,Moderate Viewer
User02326,Fidaa,2025-04-18,460,Light Viewer
User03983,Janatha Garage,2025-04-18,158,Light Viewer
User04010,Sye,2025-04-18,4207,Moderate Viewer
User03108,John Wick,2025-04-18,34,Light Viewer
User00251,The Wolf of Wall Street,2025-04-18,1848,Moderate Viewer
User01230,The Shawshank Redemption,2025-04-18,2514,Moderate Viewer
User00425,The Curious Case of Benjamin Button,2025-04-18,5814,Heavy Viewer
User02741,Khaidi No. 150,2025-04-18,4243,Moderate Viewer
User03831,Avengers: Endgame,2025-04-18,5749,Heavy Viewer
User03198,Pokiri,2025-04-18,6322,Heavy Viewer
User04542,Mirchi,2025-04-18,4251,Moderate Viewer
User04788,Guardians of the Galaxy,2025-04-18,3389,Moderate Viewer
User03248,Ala Vaikunthapurramuloo,2025-04-18,3854,Moderate Viewer
User04640,Maharshi,2025-04-18,107,Light Viewer
User04187,Gabbar Singh,2025-04-18,2420,Moderate Viewer
User01347,The Irishman,2025-04-18,2808,Moderate Viewer
User04378,Frozen,2025-04-18,4784,Moderate Viewer
User02698,The Dark Knight,2025-04-18,5135,Moderate Viewer
User03771,Spider-Man: No Way Home,2025-04-18,6991,Heavy Viewer
User00564,Star Wars: The Force Awakens,2025-04-18,1050,Light Viewer
User00659,Guardians of the Galaxy,2025-04-18,5451,Heavy Viewer
User03282,Nenu Local,2025-04-18,3630,Moderate Viewer
User01489,Gravity,2025-04-18,2535,Moderate Viewer
User02946,Yevadu,2025-04-18,240,Light Viewer
User02966,Khaleja,2025-04-18,2346,Moderate Viewer
User03514,The Shawshank Redemption,2025-04-18,5484,Heavy Viewer
User02020,Captain America: Civil War,2025-04-18,6834,Heavy Viewer
User04748,The Batman,2025-04-18,2762,Moderate Viewer
User04577,The Conjuring,2025-04-18,2896,Moderate Viewer
User01124,Nannaku Prematho,2025-04-18,6749,Heavy Viewer
User02533,Eega,2025-04-18,3616,Moderate Viewer
User03350,Eega,2025-04-18,2323,Moderate Viewer
User00236,Arjun Reddy,2025-04-18,3910,Moderate Viewer
User03377,The Dark Knight,2025-04-18,5277,Moderate Viewer
User01900,Thani Oruvan,2025-04-18,4196,Moderate Viewer
User00699,Fidaa,2025-04-18,4375,Moderate Viewer
User04949,Baahubali,2025-04-18,4527,Moderate Viewer
User03598,Baahubali,2025-04-18,2347,Moderate Viewer
User03495,The Godfather,2025-04-18,6449,Heavy Viewer
User00648,Athadu,2025-04-18,5977,Heavy Viewer
User02381,Race Gurram,2025-04-18,3737,Moderate Viewer
User01976,Shutter Island,2025-04-18,7163,Heavy Viewer
User02640,Uppena,2025-04-18,7075,Heavy Viewer
User00893,Black Widow,2025-04-18,497,Light Viewer
User02393,The Lion King,2025-04-18,995,Light Viewer
User04278,Thani Oruvan,2025-04-18,4566,Moderate Viewer
User03172,Frozen,2025-04-18,3159,Moderate Viewer
User01744,Thimmarusu,2025-04-18,5050,Moderate Viewer
